idQuestionFormats,"questionFormat","answerFormat","userResponseType"
565,"This may create a slight hurdle for us","[CORRECTION_RESPONSE]","CORRECTION"
566,"That's actually not right","[CORRECTION_RESPONSE]","CORRECTION"
567,"Well, actually, no","[CORRECTION_RESPONSE]","CORRECTION"
568,"Um no","[CORRECTION_RESPONSE]","CORRECTION"
569,"There are a few sections of your answer that need to be changed","[CORRECTION_RESPONSE]","CORRECTION"
570,"Some parts of your answer need to change.","[CORRECTION_RESPONSE]","CORRECTION"
571,"You're partly right","[CORRECTION_RESPONSE]","CORRECTION"
572,"Sorta kinda","[CORRECTION_RESPONSE]","CORRECTION"
573,"Sorta","[CORRECTION_RESPONSE]","CORRECTION"
574,"Kinda","[CORRECTION_RESPONSE]","CORRECTION"
575,"Well, not really","[CORRECTION_RESPONSE]","CORRECTION"
576,"Are you sure?","[CORRECTION_RESPONSE]","CORRECTION"
577,"Is it really?","[CORRECTION_RESPONSE]","CORRECTION"
578,"Since when?","[CORRECTION_RESPONSE]","CORRECTION"
579,"No way!","[CORRECTION_RESPONSE]","CORRECTION"
580,"You're partly wrong","[CORRECTION_RESPONSE]","CORRECTION"
581,"You're somewhat right","[CORRECTION_RESPONSE]","CORRECTION"
582,"somewhat okay","[CORRECTION_RESPONSE]","CORRECTION"
583,"mostly wrong","[CORRECTION_RESPONSE]","CORRECTION"
584,"Really?","[CORRECTION_RESPONSE]","CORRECTION"
585,"Impossible!","[CORRECTION_RESPONSE]","CORRECTION"
586,"Never!","[CORRECTION_RESPONSE]","CORRECTION"
587,"That could never happen!","[CORRECTION_RESPONSE]","CORRECTION"
588,"That cannot be true","[CORRECTION_RESPONSE]","CORRECTION"
589,"that can't be true","[CORRECTION_RESPONSE]","CORRECTION"
590,"There is no way","[CORRECTION_RESPONSE]","CORRECTION"
591,"not in a million years","[CORRECTION_RESPONSE]","CORRECTION"
592,"when pigs fly","[CORRECTION_RESPONSE]","CORRECTION"
593,"when dogs meow","[CORRECTION_RESPONSE]","CORRECTION"
594,"Incorrect!","[CORRECTION_RESPONSE]","CORRECTION"
595,"Not correct!","[CORRECTION_RESPONSE]","CORRECTION"
596,"you idiot!","[CORRECTION_RESPONSE]","CORRECTION"
597,"I cannot believe you","[CORRECTION_RESPONSE]","CORRECTION"
598,"just no","[CORRECTION_RESPONSE]","CORRECTION"
599,"no just no","[CORRECTION_RESPONSE]","CORRECTION"
600,"Can I give you a correction?","[CORRECTION_RESPONSE]","CORRECTION"
601,"I have a correction","[CORRECTION_RESPONSE]","CORRECTION"
602,"Let me help you fix that","[CORRECTION_RESPONSE]","CORRECTION"
603,"That's not right","[CORRECTION_RESPONSE]","CORRECTION"
604,"That is not right","[CORRECTION_RESPONSE]","CORRECTION"
605,"A minor slip up has surfaced","[CORRECTION_RESPONSE]","CORRECTION"
606,"You have a minor slip up","[CORRECTION_RESPONSE]","CORRECTION"
607,"It's a minor slip up","[CORRECTION_RESPONSE]","CORRECTION"
608,"There have been a few hiccups along the way","[CORRECTION_RESPONSE]","CORRECTION"
609,"There's been an oversight","[CORRECTION_RESPONSE]","CORRECTION"
610,"There may have been some confusion","[CORRECTION_RESPONSE]","CORRECTION"
611,"It seems like we've hit a bump","[CORRECTION_RESPONSE]","CORRECTION"
612,"Let's recheck the statement together","[CORRECTION_RESPONSE]","CORRECTION"
613,"Let's fix that together","[CORRECTION_RESPONSE]","CORRECTION"
614,"Let's correct that together","[CORRECTION_RESPONSE]","CORRECTION"
615,"I want to correct you","[CORRECTION_RESPONSE]","CORRECTION"
616,"I have a correction for you","[CORRECTION_RESPONSE]","CORRECTION"
617,"I know the real answer","[CORRECTION_RESPONSE]","CORRECTION"
618,"You need to revise that","[CORRECTION_RESPONSE]","CORRECTION"
619,"A revision is needed","[CORRECTION_RESPONSE]","CORRECTION"
620,"Please adjust your answer","[CORRECTION_RESPONSE]","CORRECTION"
621,"Adjust your answer","[CORRECTION_RESPONSE]","CORRECTION"
622,"We'll need to make a few minor adjustments","[CORRECTION_RESPONSE]","CORRECTION"
623,"We'll need to make a few minor amendments","[CORRECTION_RESPONSE]","CORRECTION"
624,"Amend that","[CORRECTION_RESPONSE]","CORRECTION"
625,"Adjust that","[CORRECTION_RESPONSE]","CORRECTION"
626,"Fix that","[CORRECTION_RESPONSE]","CORRECTION"
627,"Correct that","[CORRECTION_RESPONSE]","CORRECTION"
628,"Change that","[CORRECTION_RESPONSE]","CORRECTION"
629,"There's been a little confusion about [SUBJECT_OF_ANSWER]","[CORRECTION_RESPONSE]","CORRECTION"
630,"It seems there was a bit of an oversight regarding [SUBJECT_OF_ANSWER]","[CORRECTION_RESPONSE]","CORRECTION"
631,"It seems there has been a bit of an oversight regarding [SUBJECT_OF_ANSWER]","[CORRECTION_RESPONSE]","CORRECTION"
632,"There is a bit of an oversight regarding [SUBJECT_OF_ANSWER]","[CORRECTION_RESPONSE]","CORRECTION"
633,"A bit of an oversight regarding [SUBJECT_OF_ANSWER]","[CORRECTION_RESPONSE]","CORRECTION"
634,"A bit of an oversight about [SUBJECT_OF_ANSWER]","[CORRECTION_RESPONSE]","CORRECTION"
635,"It looks like we may have hit a bump with [SUBJECT_OF_ANSWER]","[CORRECTION_RESPONSE]","CORRECTION"
636,"We may have hit a bump with [SUBJECT_OF_ANSWER]","[CORRECTION_RESPONSE]","CORRECTION"
637,"We hit a bump with [SUBJECT_OF_ANSWER]","[CORRECTION_RESPONSE]","CORRECTION"
638,"That's fine, but [POSSIBLE_CORRECTION]","[CORRECTION_RESPONSE]","CORRECTION"
639,"No [SUBJECT_OF_ANSWER] is [POSSIBLE_CORRECTION]","[CORRECTION_RESPONSE]","CORRECTION"
640,"Actually [SUBJECT_OF_ANSWER] is [POSSIBLE_CORRECTION]","[CORRECTION_RESPONSE]","CORRECTION"
641,"Well actually [SUBJECT_OF_ANSWER] is [POSSIBLE_CORRECTION]","[CORRECTION_RESPONSE]","CORRECTION"
642,"Fix [SUBJECT_OF_ANSWER] to be [POSSIBLE_CORRECTION]","[CORRECTION_RESPONSE]","CORRECTION"
643,"Correct [SUBJECT_OF_ANSWER] to be [POSSIBLE_CORRECTION]","[CORRECTION_RESPONSE]","CORRECTION"
644,"Correct [SUBJECT_OF_ANSWER] to be [POSSIBLE_CORRECTION]","[CORRECTION_RESPONSE]","CORRECTION"
645,"Please say [POSSIBLE_CORRECTION] next time","[CORRECTION_RESPONSE]","CORRECTION"
